DATA;TÍTULO;VEICULO;CATEGORIA DO VEÍCULO;BLOCO TEMÁTICO;TEMA PRINCIPAL;TEMA 2;INFORMAÇÃO DUPLICADA;Categorias da Reparação Socioambiental;Assuntos relacionados à Categorias;URL;OBS
13/11/2024;UFMG apresenta Anteprojetos na liquidação coletiva, prevê estudos complementares aos Povos e Comunidades Tradicionais e inclusão de Caetanópolis nas pesquisas;NACAB;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;0 - Não aplicado;;https://nacab.org.br/ufmg-apresenta-anteprojetos-na-liquidacao-coletiva-preve-estudos-complementares-aos-povos-e-comunidades-tradicionais-e-inclusao-de-caetanopolis-nas-pesquisas/;
13/11/2024;UFMG apresenta anteprojeto na liquidação coletiva;NACAB;Redes Sociais;Meio Socioeconômico;Transversal;;SIM;0 - Não aplicado;;https://www.instagram.com/p/DCUVnp5vblK/?utm_source=ig_web_copy_link;
13/11/2024;UFMG apresenta anteprojeto na liquidação coletiva;NACAB;Redes Sociais;Meio Socioeconômico;Transversal;;SIM;0 - Não aplicado;;https://www.facebook.com/nacabmg/posts/pfbid02YxeP5NvcG7cEQbdbtWXFqVADyE9tBnhLFDhRoqxMi8esyzNH2YpiDCUyMNettzHQl?rdid=6uERlfwjGvopBgQK#;
21/11/2024;Brumadinho, tragédia em curso: crescem adoecimentos psíquicos após rompimento de barragem;JORNAL DA USP /SÃO PAULO;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;0 - Não aplicado;;https://jornal.usp.br/ciencias/brumadinho-tragedia-em-curso-crescem-adoecimentos-psiquicos-apos-rompimento-de-barragem/;
22/11/2024;Acesse os resultados dos estudos socioambientais realizados na Região 2;AEDAS;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;NÃO;0 - Transversal;;https://aedasmg.org/resultados-estudos-socioambientais-r2/;
27/11/2024;Juiz chama nova audiência sobre Estudos de Risco à Saúde Humana e Risco Ecológico (ERSHRE);INSTITUTO GUAICUY;Portal de Notícias;Outros;ERSHRE;;NÃO;0 - Não aplicado;;https://guaicuy.org.br/audiencia-ershre-dezembro-2024/;
27/11/2024;Acompanhamento do Programa de Recuperação Socioambiental e dos Estudos de Risco à Saúde Humana;INSTITUTO GUAICUY;Portal de Notícias;Boletins informativos;Compilado de Notícias da ATI;;NÃO;0 - Transversal;;https://guaicuy.org.br/acompanhamento-do-programa-de-recuperacao-socioambiental-e-do-estudo-de-risco-a-saude-humana/;
09/12/2024;Está no ar a 14ª edição do Piracema! ;INSTITUTO GUAICUY;Redes Sociais;Boletins informativos;Compilado de Notícias da ATI;;SIM;0 - Não aplicado;;https://www.facebook.com/856920726629480/posts/900182945636591;
09/12/2024;Está no ar a 14ª edição do Piracema! ;INSTITUTO GUAICUY;Redes Sociais;Boletins informativos;Compilado de Notícias da ATI;;NÃO;0 - Não aplicado;;https://www.instagram.com/p/DDXl37qRTdI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA%3D%3D;
17/12/2024;Reparação socioambiental parada;NACAB;Redes Sociais;Boletins informativos;Panorama Geral de Ações;;NÃO;0 - Não aplicado;;https://www.instagram.com/p/DDsIyclS1vD/?img_index=1;
17/12/2024;Reparação socioambiental parada;NACAB;Redes Sociais;Boletins informativos;Panorama Geral de Ações;;SIM;0 - Não aplicado;;https://www.facebook.com/592752746652974/posts/641669091761339;
17/12/2024;O jornal de dezembro está no ar!;AEDAS;Redes Sociais;Boletins informativos;Compilado de Notícias da ATI;;NÃO;0 - Não aplicado;;https://www.instagram.com/p/DDsMudSvy6q/?img_index=1;
20/12/2024;Lançamento de livro virtual com pesquisas do Guaicuy em comunidades afetadas pela Vale é tema de entrevista à Rádio Favela;INSTITUTO GUAICUY;Portal de Notícias;Boletins informativos;Compilado de Notícias da ATI;;NÃO;0 - Não aplicado;;https://guaicuy.org.br/lancamento-de-livro-virtual-com-pesquisas-do-guaicuy-em-comunidades-afetadas-pela-vale-e-tema-de-entrevista-a-radio-favela/;
20/12/2024;“Precisamos de uma reparação verdadeira”: atingida de Brumadinho escreve carta para representantes em audiência sobre estudos de avaliação de risco;AEDAS;Portal de Notícias;Outros;ERSHRE;;NÃO;0 - Não aplicado;;https://aedasmg.org/precisamos-de-uma-reparacao-verdadeira-carta-atingida/;
20/12/2024;Boletim Semanal da Aedas: Audiência sobre os ERSHRE, carta de atingida e recesso do judiciário;AEDAS;Portal de Notícias;Boletins informativos;Compilado de Notícias da ATI;;NÃO;0 - Não aplicado;;https://aedasmg.org/boletim-aedas-2012/;
07/01/2025;Assistência em saúde mental é fortalecida em Brumadinho e demais municípios da Bacia do Paraopeba atingidos por rompimento;AGÊNCIA MINAS;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;0 - Não aplicado;;https://www.agenciaminas.mg.gov.br/noticia/assistencia-em-saude-mental-e-fortalecida-em-brumadinho-e-demais-municipios-da-bacia-do-paraopeba-atingidos-por-rompimento;
07/01/2025;Assistência em saúde mental é fortalecida em Brumadinho e demais municípios da Bacia do Paraopeba atingidos por rompimento;GOV-MG;Portal de Notícias;Meio Socioeconômico;Transversal;;SIM;0 - Não aplicado;;https://www.mg.gov.br/planejamento/noticias/assistencia-em-saude-mental-e-fortalecida-em-brumadinho-e-demais-municipios#:~:text=O%20projeto%20de%20fortalecimento%20da,tr%C3%AAs%20parcelas%20aos%20munic%C3%ADpios%20aderentes.;
09/01/2025;Acompanhamento do Programa de Recuperação Socioambiental e dos Estudos de Risco à Saúde Humana;AEDAS;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;NÃO;0 - Não aplicado;;https://guaicuy.org.br/acompanhamento-do-programa-de-recuperacao-socioambiental-e-do-estudo-de-risco-a-saude-humana/;
15/01/2025;Reparação Brumadinho: Dados abertos e portais públicos ampliam transparência sobre ações do acordo;AGÊNCIA MINAS;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;SIM;0 - Não aplicado;;https://www.mg.gov.br/planejamento/noticias/reparacao-brumadinho-dados-abertos-e-portais-publicos-ampliam-transparencia;
15/01/2025;Reparação Brumadinho: Dados abertos e portais públicos ampliam transparência sobre ações do acordo;PRÓ-BRUMADINHO;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;NÃO;0 - Não aplicado;;https://www.mg.gov.br/pro-brumadinho/noticias/reparacao-brumadinho-dados-abertos-e-portais-publicos-ampliam-transparencia;
17/01/2025;Reparação Brumadinho: projetos definidos na Consulta Popular somam mais de R$ 920 milhões investidos na região atingida;PRÓ-BRUMADINHO;Portal de Notícias;Meio Socioeconômico;Saúde;;NÃO;0 - Não aplicado;;https://agenciaminas.mg.gov.br/noticia/reparacao-brumadinho-projetos-definidos-na-consulta-popular-somam-mais-de-r-920-milhoes-investidos-na-regiao-atingida;
20/01/2025;"Rompimento em Brumadinho completa seis anos com semana de atividades; veja programação ";AEDAS;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;0 - Não aplicado;;https://aedasmg.org/rompimento-em-brumadinho-completa-seis-anos-com-semana-de-atividades-veja-programacao/;
21/01/2025;Reparação Brumadinho: usinas fotovoltaicas geram economia, investimento e preservação do meio ambiente na região atingida;AGÊNCIA MINAS;Portal de Notícias;Meio Socioeconômico;Transversal;;SIM;0 - Não aplicado;;https://www.agenciaminas.mg.gov.br/multimidia/audio/radio-reparacao-brumadinho-usinas-fotovoltaicas-geram-economia-investimento-e-preservacao-do-meio-ambiente-na-regiao-atingida;
21/01/2025;Reparação Brumadinho: usinas fotovoltaicas geram economia, investimento e preservação do meio ambiente na região atingida;PRÓ-BRUMADINHO;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;0 - Não aplicado;;https://www.mg.gov.br/pro-brumadinho/noticias/reparacao-brumadinho-usinas-fotovoltaicas-geram-economia-investimento-e-preservacao#:~:text=Conte%C3%BAdo%20Principal-,Repara%C3%A7%C3%A3o%20Brumadinho%3A%20usinas%20fotovoltaicas%20geram%20economia%2C%20investimento%20e%20preserva%C3%A7%C3%A3o%20do,meio%20ambiente%20na%20regi%C3%A3o%20atingida&text=A%20instala%C3%A7%C3%A3o%20de%20usinas%20fotovoltaicas,barragens%20da%20Vale%2C%20em%202019.;
24/01/2025;Seis anos depois, atingidos pela Vale denunciam violação de direitos e reafirmam luta por justiça social após rompimento em Brumadinho.;INSTITUTO GUAICUY;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;0 - Não aplicado;;https://guaicuy.org.br/seis-anos-de-rompimento/;
24/01/2025;Atingidos pelo rompimento da barragem da Vale, em Brumadinho, apresentam reivindicações relacionadas ao acordo de reparação, firmado em 2021;MPMG;Portal de Notícias;Outros;Outros;;NÃO;0 - Não aplicado;;https://www.mpmg.mp.br/portal/menu/comunicacao/noticias/atingidos-pelo-rompimento-da-barragem-da-vale-em-brumadinho-apresentam-reivindicacoes-relacionadas-ao-acordo-de-reparacao-firmado-em-2021.shtml;
24/01/2025;Brumadinho: Compromitentes e atingidos por barragens dialogam sobre iniciativas da reparação;PRÓ-BRUMADINHO;Portal de Notícias;Outros;Outros;;SIM;;;https://www.mg.gov.br/pro-brumadinho/noticias/brumadinho-compromitentes-e-atingidos-por-barragens-dialogam-sobre-iniciativas-da-reparacao;
25/01/2025;Recuperação do Rio Paraopeba: avanços e desafios seis anos após o rompimento de barragens em Brumadinho;SEMAD;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;NÃO;0 - Transversal;;https://meioambiente.mg.gov.br/w/recuperacao-do-rio-paraopeba-avancos-e-desafios-seis-anos-apos-o-rompimento?p_l_back_url=%2Fweb%2Fsemad%2Fnoticias%3FassetCategoryIds%3D8330774%26delta%3D8%26start%3D9;
27/01/2025;Reparação Brumadinho: compromitentes e atingidos por barragens dialogam sobre iniciativas da reparação;AGÊNCIA MINAS;Portal de Notícias;Outros;Outros;;NÃO;;;https://www.agenciaminas.mg.gov.br/noticia/reparacao-brumadinho-compromitentes-e-atingidos-por-barragens-dialogam-sobre-iniciativas-da-reparacao;
27/01/2025;Recuperação do Rio Paraopeba: avanços e desafios seis anos após o rompimento de barragens em Brumadinho;AGÊNCIA MINAS;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;NÃO;;;https://www.agenciaminas.mg.gov.br/noticia/recuperacao-do-rio-paraopeba-avancos-e-desafios-seis-anos-apos-o-rompimento-de-barragens-em-brumadinho;
04/02/2025;Assinatura do Acordo de Reparação de Brumadinho completa quatro anos com 139 projetos da Consulta Popular já iniciados;PRÓ-BRUMADINHO;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;SIM;;;https://www.mg.gov.br/pro-brumadinho/noticias/assinatura-do-acordo-de-reparacao-de-brumadinho-completa-quatro-anos;
04/02/2025;Assinatura do Acordo de Reparação de Brumadinho completa quatro anos com 139 projetos da Consulta Popular já iniciados;AGÊNCIA MINAS;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;NÃO;;;https://www.agenciaminas.mg.gov.br/noticia/assinatura-do-acordo-de-reparacao-de-brumadinho-completa-quatro-anos-com-139-projetos-da-consulta-popular-ja-iniciados;
05/02/2025;"Divulgação ""Limpeza do rio afetado pode levar mais de sete séculos""";NACAB;Instagram;Meio Físico;Água e Sedimentos;;NÃO;;;https://www.instagram.com/p/DFqhEJ2SmGk/;
05/02/2025;"Divulgação ""Limpeza do rio afetado pode levar mais de sete séculos""";NACAB;Facebook;Meio Físico;Água e Sedimentos;;SIM;;;https://www.facebook.com/592752746652974/posts/676272808300967;
10/02/2025;Plano de Recuperação Socioambiental aumenta prazo e limpeza do Rio Paraopeba vai demorar ainda mais;INSTITUTO GUAICUY;Portal de Notícias;Meio Físico;Água e Sedimentos;;NÃO;;;https://guaicuy.org.br/limpeza-paraopeba-vai-demorar-ainda-mais/#:~:text=Mais%20prazo%20para%20limpar%20%C3%A1rea%20menor&text=Ainda%20em%20fase%20de%20projetos,Paraopeba%2C%20seria%20conclu%C3%ADda%20at%C3%A9%202027.;
12/02/2025;Quanto vale a mineração predatória?;AEDAS;Instagram;Outros;Outros;;NÃO;;;https://www.instagram.com/p/DF-J7HHJQqq/;
12/02/2025;Quanto vale a mineração predatória?;AEDAS;YouTube;Outros;Outros;;SIM;;;https://youtu.be/4f_tIRfKYGI?si=xezn8IFCn6vFuxwm;
26/02/2025;Quais são as perícias do Rio Paraopeba que a Vale quer manter em sigilo?;INSTITUTO GUAICUY;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;;;https://guaicuy.org.br/pericias-paraopeba-vale-quer-sigilo/;
26/02/2025;Quais são as perícias do Rio Paraopeba que a Vale quer manter em sigilo?;INSTITUTO GUAICUY;Instagram;Meio Socioeconômico;Transversal;;SIM;;;https://www.instagram.com/p/DGijNu-sWI7/;
28/02/2025;TJMG dá voto favorável em julgamento sobre recursos para as ATIs;NACAB;Instagram;Outros;Outros;;SIM;;;https://www.instagram.com/p/DGoDZMDu-Ck/;
28/02/2025;Em decisão unânime, desembargadores reconhecem direito à ATI para atingidos e determinam que a Vale custeie atividades além do Acordo;AEDAS;Portal de Notícias;Outros;Outros;;NÃO;;;https://aedasmg.org/desembargadores-direito-ati-custeio-acordo-processo/;
28/02/2025;TJMG dá voto favorável em julgamento sobre recursos para as ATIs;NACAB;Portal de Notícias;Outros;Outros;;SIM;;;https://nacab.org.br/tjmg-favoravel-recursos-atis/#:~:text=Esse%20racional%2070%2F30%2C%20elaborado,publica%C3%A7%C3%A3o%20do%20ac%C3%B3rd%C3%A3o%20pelo%20TJMG.;
28/02/2025;Produtores rurais atingidos se reúnem com Governo de MG;NACAB;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;;;https://nacab.org.br/produtores-rurais-reuniao-governo-mg/;
02/03/2025;Justiça suspende ações individuais de reparação;NACAB;Portal de Notícias;Outros;Indenizações;;NÃO;;;https://nacab.org.br/justica-suspende-acoes-individuais-de-reparacao/;
02/03/2025;Justiça suspende ações individuais de reparação;NACAB;Facebook;Outros;Indenizações;;SIM;;;https://www.facebook.com/592752746652974/posts/695109443083970;
02/03/2025;Justiça suspende ações individuais de reparação;NACAB;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DGsgo2TOwUD/;
05/03/2025;Juiz suspende ações individuais por indenizações até que a resolução coletiva avance;INSTITUTO GUAICUY;Portal de Notícias;Outros;Indenizações;;SIM;;;https://guaicuy.org.br/juiz-suspende-acoes-individuais-por-indenizacoes/;
05/03/2025;Juiz suspende ações individuais por indenizações até que a resolução coletiva avance;INSTITUTO GUAICUY;Facebook;Outros;Indenizações;;SIM;;;https://www.facebook.com/856920726629480/posts/960829019571983;
06/03/2025;Juiz determina a suspensão das ações que pedem indenização individual contra a Vale;AEDAS;Portal de Notícias;Outros;Indenizações;;SIM;;;https://aedasmg.org/suspensao-acoes-individuais-0306/;
07/03/2025;Convite: Acordo Judicial completa 4 anos em um cenário de incertezas;AEDAS;Instagram;Boletins informativos;Panorama Geral de Ações;;SIM;;;https://www.instagram.com/p/DG5sGk3PmfT/;
07/03/2025;"Aedas no Ar 152 - 4 anos do ""Acordo de Reparação""";AEDAS;YouTube;Boletins informativos;Panorama Geral de Ações;;NÃO;;;https://www.youtube.com/watch?v=fpq0jKz0x7c;
07/03/2025;Divulgação do Jornal Vozes do Paraopeba;AEDAS;Instagram;Boletins informativos;Panorama Geral de Ações;;NÃO;;;https://www.instagram.com/p/DG6QHgJvVk3/;
10/03/2025;Saiu na Imprensa: Sem reparação, atingidos lutam por manutenção de auxílio em MG;NACAB;Facebook;Outros;Indenizações;;NÃO;;;https://www.facebook.com/592752746652974/posts/701787545749493;
10/03/2025;Saiu na Imprensa: Sem reparação, atingidos lutam por manutenção de auxílio em MG;NACAB;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DHB2GNauArs/;
21/03/2025;BDMG disponibiliza painel para que prefeituras e população acompanhem Programa de Saneamento da Bacia do Paraopeba;PRÓ-BRUMADINHO;Portal de Notícias;Meio Socioeconômico;Saúde;;NÃO;;;https://www.mg.gov.br/pro-brumadinho/noticias/bdmg-disponibiliza-painel-para-que-prefeituras-e-populacao-acompanhem-programa-de-saneamento-da-bacia-do-paraopeba;
21/03/2025;BDMG disponibiliza painel para que prefeituras e população acompanhem Programa de Saneamento da Bacia do Paraopeba;SEMAD;Portal de Notícias;Meio Socioeconômico;Saúde;;SIM;;;https://meioambiente.mg.gov.br/w/bdmg-disponibiliza-painel-para-que-prefeituras-e-populacao-acompanhem-programa-de-saneamento-da-bacia-do-paraopeba;
25/03/2025;MPMG lança Núcleo que acompanhará exclusivamente os processos reparação;NACAB;Portal de Notícias;Outros;Outros;5.3 - ERSHRE;NÃO;;;https://nacab.org.br/mpmg-apresenta-nucard/#:~:text=O%20n%C3%BAcleo%20contar%C3%A1%20com%20uma,preven%C3%A7%C3%A3o%20de%20desastres%2Dcrime%20semelhantes.;
25/03/2025;Secretaria de Saúde prorroga o prazo da consulta pública para elaboração do Protocolo de Saúde em casos de exposição a substâncias químicas provenientes da atividade minerária;PRÓ-BRUMADINHO;Portal de Notícias;Meio Físico;Água e Sedimentos;3.3 - Saúde;NÃO;;;https://www.mg.gov.br/pro-brumadinho/noticias/secretaria-de-saude-prorroga-o-prazo-da-consulta-publica#:~:text=A%20Secretaria%20de%20Estado%20de,Sa%C3%BAde%20(SUS%2DMG).;
29/03/2025;Juiz determina continuidade do PTR ou de outro auxílio;NACAB;Facebook;Outros;Indenizações;;NÃO;;;https://www.facebook.com/share/p/19vnf1Jnne/;
29/03/2025;Juiz determina continuidade do PTR ou de outro auxílio;NACAB;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DHydRKRO8SG/?img_index=1;
31/03/2025;Vitória das pessoas atingidas: juiz determina manutenção do PTR;INSTITUTO GUAICUY;Portal de Notícias;Outros;Indenizações;;NÃO;;;https://guaicuy.org.br/vitoria-das-pessoas-atingidas-juiz-determina-manutencao-do-ptr/;
31/03/2025;Morosidade na reparação socioambiental e os danos à saúde;AEDAS;Portal de Notícias;Meio Físico;Água e Sedimentos;5.3 - ERSHRE;NÃO;;;https://aedasmg.org/morosidade-na-reparacao-socioambiental-e-os-danos-a-saude/?utm_source=rss&utm_medium=rss&utm_campaign=morosidade-na-reparacao-socioambiental-e-os-danos-a-saude;
02/04/2025;Acompanhamento do Programa de Recuperação Socioambiental e dos Estudos de Risco à Saúde Humana;INSTITUTO GUAICUY;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;5.3 - ERSHRE;NÃO;;;https://guaicuy.org.br/acompanhamento-do-programa-de-recuperacao-socioambiental-e-do-estudo-de-risco-a-saude-humana/;
04/04/2025;Atraso na dragagem do Rio Paraopeba pode impedir recuperação das condições anteriores ao rompimento da barragem da Vale;INSTITUTO GUAICUY;Instagram;Meio Físico;Água e Sedimentos;3.7 - Transversal;SIM;;;https://www.instagram.com/p/DICXmm-xrHI/?img_index=1;
04/04/2025;Atraso na dragagem do Rio Paraopeba pode impedir recuperação das condições anteriores ao rompimento da barragem da Vale;INSTITUTO GUAICUY;Portal de Notícias;Meio Físico;Água e Sedimentos;3.7 - Transversal;NÃO;;;https://guaicuy.org.br/atraso-dragagem-paraopeba-pode-impedir-recuperacao/;
07/04/2025;Vale apresenta recurso especial ao STJ contra a resolução coletiva das indenização pelo rompimento da barragem em Brumadinho;INSTITUTO GUAICUY;Instagram;Outros;Indenizações;;NÃO;;;https://www.instagram.com/institutoguaicuy/p/DJXRtrWRz-y/;
07/04/2025;Guaicuy finaliza conferência de danos provocados pela Vale;INSTITUTO GUAICUY;Portal de Notícias;Meio Socioeconômico;Transversal;;NÃO;;;https://guaicuy.org.br/guaicuy-finaliza-conferencia-de-danos/;
07/04/2025;Histórias Atingidas: Raízes dos Aranã – Onde a terra grita e a memória floresce;AEDAS;Instagram;Outros;Outros;;NÃO;;;https://www.instagram.com/reel/DJWlvisPLcr/;
08/04/2025;Vale não quer que Programa de Transferência de Renda continue;INSTITUTO GUAICUY;Facebook;Outros;Indenizações;;SIM;;;https://www.facebook.com/856920726629480/posts/986977020290516;
08/04/2025;Vale não quer que Programa de Transferência de Renda continue;INSTITUTO GUAICUY;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DIMWRyKMr8G/;
08/04/2025;Vale tenta suspender decisão que garante continuidade de auxílio financeiro às famílias atingidas pelo rompimento em Brumadinho;AEDAS;Portal de Notícias;Outros;Indenizações;;SIM;;;https://aedasmg.org/vale-tenta-suspender-continuidade-ptr-0408/#:~:text=A%20Vale%20afirma%20que%20n%C3%A3o,reconstru%C3%ADram%20seus%20modos%20de%20vida.;
08/04/2025;Ação que questiona Acordo de Brumadinho será julgada pelo STF;INSTITUTO GUAICUY;Portal de Notícias;Outros;Outros;;NÃO;;;https://guaicuy.org.br/acao-que-questiona-acordo-de-brumadinho-sera-julgada-pelo-stf/#:~:text=A%C3%A7%C3%A3o%20que%20questiona%20Acordo%20de%20Brumadinho%20ser%C3%A1%20julgada%20pelo%20STF,-8%20de%20abril&text=Uma%20a%C3%A7%C3%A3o%20que%20contesta%20a,do%20dia%2011%20de%20abril.;
08/04/2025;Vale não quer que Programa de Transferência de Renda continue;INSTITUTO GUAICUY;Portal de Notícias;Outros;Indenizações;;NÃO;;;https://guaicuy.org.br/vale-nao-quer-que-programa-de-transferencia-de-renda-continue/#:~:text=No%20dia%203%20de%20abril,rompimento%20da%20barragem%20de%20Brumadinho.;
08/04/2025;Pesquisas sobre saúde revelam impactos em Brumadinho;INSTITUTO GUAICUY;Portal de Notícias;Meio Socioeconômico;Saúde;;NÃO;;;https://guaicuy.org.br/pesquisas-saude-impactos-brumadinho/;
09/04/2025;Ação que questiona Acordo de Brumadinho será julgada pelo STF;INSTITUTO GUAICUY;Facebook;Outros;Outros;;SIM;;;https://www.facebook.com/856920726629480/posts/987786976876187;
09/04/2025;Ação que questiona Acordo de Brumadinho será julgada pelo STF;INSTITUTO GUAICUY;Instagram;Outros;Outros;;SIM;;;https://www.instagram.com/p/DIPBw24Tyjm/;
09/04/2025;Vale recorre contra continuidade do PTR;NACAB;Facebook;Outros;Indenizações;;SIM;;;https://www.facebook.com/592752746652974/posts/728603479734566;
09/04/2025;Vale recorre contra continuidade do PTR;NACAB;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DIO1LXiOOwr/;
09/04/2025;Vale recorre contra continuidade do PTR;NACAB;Portal de Notícias;Outros;Indenizações;;SIM;;;https://nacab.org.br/vale-recorre-contra-continuidade-do-ptr/;
10/04/2025;Suspensão de ações individuais por indenizações é revista após recurso da Vale;INSTITUTO GUAICUY;Portal de Notícias;Outros;Indenizações;;NÃO;;;https://guaicuy.org.br/suspensao-acoes-individuais-indenizacoes-revista-recurso-vale/#:~:text=Suspens%C3%A3o%20de%20a%C3%A7%C3%B5es%20individuais%20por%20indeniza%C3%A7%C3%B5es%20%C3%A9%20revista%20ap%C3%B3s%20recurso%20da%20Vale,-10%20de%20abril&text=O%20desembargador%20Andr%C3%A9%20Leite%20Pra%C3%A7a,pelo%20desastre%2Dcrime%20de%20Brumadinho.;
11/04/2025;Como Programa de Transferência de Renda ajuda a garantir dignidade para pessoas atingidas pela Vale;INSTITUTO GUAICUY;Portal de Notícias;Outros;Indenizações;;NÃO;;;https://guaicuy.org.br/ptr-garante-dignidade-de-atingidos-pela-vale/#:~:text=PTR%20ajuda%20a%20impedir%20o%20agravamento%20de%20problemas&text=%E2%80%9CSe%20tratam%20de%20regi%C3%B5es%20j%C3%A1,econ%C3%B4mica%20que%20envolvem%20estas%20atividades.;
11/04/2025;Juiz decide pela continuidade de ações individuais sobre abalo mental e ressarcimento de despesas médicas;AEDAS;Portal de Notícias;Outros;Indenizações;;NÃO;;;https://aedasmg.org/continua-acoes-saude/#:~:text=O%20desembargador%20Leite%20Pra%C3%A7a%20decidiu,7%20de%20abril%20de%202025.;
11/04/2025;Após quatro anos, STF finalmente julgará recurso em ação sobre Acordo de Brumadinho;NACAB;Portal de Notícias;Outros;Outros;;SIM;;;https://nacab.org.br/apos-quatro-anos-stf-finalmente-julgara-recurso-em-acao-sobre-acordo-de-brumadinho/;
11/04/2025;Mais de R$ 700 milhões são necessários para continuidade do pagamento integral do PTR;NACAB;Portal de Notícias;Outros;Indenizações;;NÃO;;;https://nacab.org.br/mais-de-r-700-milhoes-sao-necessarios-para-continuidade-do-pagamento-integral-do-ptr/;
14/04/2025;Saiu na mídia: “Falta dinheiro para pagamento integral do PTR”;INSTITUTO GUAICUY;Portal de Notícias;Outros;Indenizações;;SIM;;;https://guaicuy.org.br/globo-faz-reportagem-sobre-ptr/;
14/04/2025;FGV se manifesta sobre valor necessário para manter PTR a pessoas atingidas pela Vale;INSTITUTO GUAICUY;Portal de Notícias;Outros;Indenizações;;SIM;;;https://guaicuy.org.br/fgv-se-manifesta-sobre-valor-necessario-para-manter-ptr-a-pessoas-atingidas-pela-vale/#:~:text=Nesta%20quarta%2Dfeira%20(9),rompimento%20da%20barragem%20em%20Brumadinho.;
22/04/2025;Travessia detalha Plano de Reparação Socioambiental de municípios atingidos pela Vale;INSTITUTO GUAICUY;Portal de Notícias;Boletins informativos;Panorama Geral de Ações;;NÃO;;;https://guaicuy.org.br/travessia-detalha-plano-de-reparacao-socioambiental-de-municipios-atingidos-pela-vale/#:~:text=Travessia%20detalha%20Plano%20de%20Repara%C3%A7%C3%A3o%20Socioambiental%20de%20munic%C3%ADpios%20atingidos%20pela%20Vale,-22%20de%20abril&text=O%20Acordo%20Judicial%20de%20Repara%C3%A7%C3%A3o,Calha%20do%20Rio%20S%C3%A3o%20Francisco.;
24/04/2025;Fragmento do Documentário “E as gaiolas? Pequenos piscicultores lutam por reparação em Morada Nova de Minas”;INSTITUTO GUAICUY;Instagram;Outros;Outros;;NÃO;;;https://www.instagram.com/reel/DI1qwIrvQhu/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA%3D%3D;
24/04/2025;Convite AEDAS no AR: PTR;AEDAS;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DIzWpWZsxLT/;
24/04/2025;Aedas no Ar 159 - Programa de Transferência de Renda;AEDAS;YouTube;Outros;Indenizações;;NÃO;;;https://www.youtube.com/watch?v=SFAY6o2M14k;
24/04/2025;Obrigação da Vale de pagar novos valores ao PTR está suspensa;NACAB;Facebook;Outros;Indenizações;;NÃO;;;https://www.facebook.com/592752746652974/posts/740828578512056;
24/04/2025;Obrigação da Vale de pagar novos valores ao PTR está suspensa;NACAB;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DI2DHsXS95k/;
24/04/2025;Desembargadora suspende decisão do Juiz sobre a continuidade do Auxílio Emergencial;AEDAS;Instagram;Outros;Indenizações;;SIM;;;https://www.instagram.com/p/DI2K9MCv7Pu/;
25/04/2025;STF encerra ação que tentava anular Acordo de Reparação;NACAB;Portal de Notícias;Outros;Outros;;NÃO;;;https://nacab.org.br/stf-encerra-acao-contra-acordo/#:~:text=O%20Supremo%20Tribunal%20Federal%20(STF,barragem%20da%20Vale%20em%20Brumadinho.;
29/04/2025;Audiência denuncia Graves riscos à saúde na bacia do Paraopeba;NACAB;Facebook;Outros;ERSHRE;3.3 - Saúde;NÃO;;;https://www.facebook.com/nacabmg/posts/pfbid02p5oiyY4kaev8Nu5JVwYcFWDPDVZYM4gvEYW9KpLR4x5otc9bWCrWrrvAjJHJnaqQl?rdid=ldaWUS9sh7VrlaNr#;
29/04/2025;Vale Cara de Pau | Filme-Memória;AEDAS;YouTube;Meio Socioeconômico;Transversal;;NÃO;;;https://www.youtube.com/watch?v=2fTfRH-eciQ;
29/04/2025;Ciranda Encantada | Filme-Memória;AEDAS;YouTube;Meio Socioeconômico;Transversal;;NÃO;;;https://www.youtube.com/watch?v=G5xRi_bsw7c;
